Name_station,EVAPO,FF,INS,RR,"TT, moy. des max","TT, moy. des min",UMAX,UMIN,Date
tamba,10.25,3.0,9.0,0.0,37.35,19.953,28.071,8.6071,1994-02-01
tamba,11.193548387096774,3.0,8.7,0.1,39.28,23.335,37.29,11.903,1994-03-01
tamba,12.333333333333334,3.0,8.4,0.0,41.116,26.033,45.266,11.866,1994-04-01
tamba,10.806451612903226,3.0,8.9,5.6,41.025,26.616,57.032,16.129,1994-05-01
tamba,6.5,3.0,7.9,83.6,36.65,25.596,81.433,39.9,1994-06-01
tamba,3.774193548387097,3.0,7.4,230.5,33.406,24.393,91.064,53.387,1994-07-01
tamba,1.935483870967742,3.0,5.7,360.0,30.89,22.793,98.032,68.032,1994-08-01
tamba,1.6333333333333333,3.0,7.0,289.99999999999994,32.623,22.976,98.5,63.966,1994-09-01
tamba,2.3225806451612905,3.0,8.0,74.3,34.296,22.803,97.871,51.903,1994-10-01
tamba,4.733333333333333,3.0,7.5,11.6,35.95,19.99,90.533,28.533,1994-11-01
tamba,8.451612903225806,3.0,7.2,0.0,34.348,18.306,48.451,17.709,1994-12-01
tamba,10.161290322580646,3.3,8.9,0.0,33.841,16.248,35.709,13.838,1995-01-01
tamba,10.714285714285714,3.4,8.7,0.0,36.839,19.628,38.178,12.392,1995-02-01
tamba,12.387096774193548,2.9,9.6,3.6,38.729,23.338,38.483,14.838,1995-03-01
tamba,12.533333333333331,3.0,10.1,0.0,40.56,25.01,35.6,13.633,1995-04-01
tamba,10.290322580645162,2.3,10.0,9.3,41.412,26.251,64.419,17.709,1995-05-01
tamba,8.133333333333333,2.6,8.2,36.5,38.753,26.323,75.633,31.1,1995-06-01
tamba,4.645161290322581,2.3,6.2,92.9,34.164,24.161,90.806,50.741,1995-07-01
tamba,1.8387096774193548,1.4,5.9,233.3,32.074,23.254,98.064,63.483,1995-08-01
tamba,2.0,2.3,7.0,62.900000000000006,33.346,23.003,98.2,58.9,1995-09-01
tamba,3.870967741935484,1.1,8.2,60.7,36.293,22.677,95.548,38.967,1995-10-01
tamba,7.7,2.8,8.9,0.0,38.08,19.293,76.333,15.033,1995-11-01
tamba,8.0,3.2,6.0,0.0,32.622,19.483,60.161,25.193,1995-12-01
tamba,8.870967741935484,4.1,9.1,0.0,36.48,18.367,52.741,16.0,1996-01-01
tamba,11.379310344827584,3.3,9.5,0.0,38.451,21.348,45.758,14.379,1996-02-01
tamba,11.32258064516129,3.4,9.0,0.1,38.571,23.141,50.161,17.741,1996-03-01
tamba,9.9,2.4,10.4,0.0,41.076,24.323,57.133,18.9,1996-04-01
tamba,10.0,2.7,9.2,1.6,41.419,26.7,59.871,22.645,1996-05-01
tamba,6.5,5.4,8.4,97.4,37.323,25.576,77.1,34.7,1996-06-01
tamba,3.548387096774193,2.3,6.8,207.2,33.809,24.067,90.387,51.129,1996-07-01
tamba,1.967741935483871,1.6,6.6,273.70000000000005,32.38,22.551,96.225,64.29,1996-08-01
tamba,1.8,2.1,7.8,162.89999999999998,32.38,22.646,98.766,64.733,1996-09-01
tamba,2.5806451612903225,1.0,7.7,38.8,35.335,22.516,97.354,49.516,1996-10-01
tamba,6.533333333333333,2.4,7.0,0.0,36.41,18.116,73.166,23.1,1996-11-01
tamba,7.903225806451613,2.7,8.2,0.0,35.38,18.067,49.967,20.322,1996-12-01
tamba,8.0,3.4,7.9,0.0,35.216,19.529,44.516,18.064,1997-01-01
tamba,10.107142857142858,3.6,7.8,0.0,37.953,20.528,29.75,10.142,1997-02-01
tamba,10.451612903225806,3.0,7.8,0.0,37.345,22.696,29.903,14.322,1997-03-01
tamba,9.733333333333333,1.9,10.4,0.0,40.18,24.19,45.633,15.1,1997-04-01
tamba,7.258064516129032,2.1,6.5,105.9,38.554,26.093,66.258,27.774,1997-05-01
tamba,4.9,3.4,7.0,66.8,35.556,24.003,89.433,51.766,1997-06-01
tamba,4.645161290322581,1.7,7.0,76.60000000000001,34.316,23.871,90.516,57.322,1997-07-01
tamba,2.4516129032258065,1.6,7.1,112.5,33.154,23.651,95.129,60.903,1997-08-01
tamba,1.3,2.1,5.3,195.4,32.456,22.536,98.0,67.6,1997-09-01
tamba,2.774193548387097,2.3,7.2,125.0,34.864,23.219,93.677,55.806,1997-10-01
tamba,5.433333333333334,2.4,8.9,0.0,38.06,20.44,82.633,32.366,1997-11-01
tamba,7.838709677419355,1.8,7.9,0.0,35.396,17.119,57.275,29.758,1997-12-01
tamba,9.129032258064516,2.7,8.3,0.0,35.353,18.196,52.8,32.433,1998-01-01
tamba,10.642857142857142,3.3,9.0,0.0,39.446,22.935,46.071,21.178,1998-02-01
tamba,11.35483870967742,2.9,6.5,0.0,39.812,24.029,40.612,22.032,1998-03-01
tamba,10.866666666666667,2.2,8.6,0.0,42.47,27.03,48.6,21.466,1998-04-01
tamba,9.96774193548387,3.1,7.3,11.3,41.512,27.851,51.548,23.129,1998-05-01
tamba,8.433333333333334,2.6,6.8,24.3,38.803,26.2,69.0,30.8,1998-06-01
tamba,4.387096774193548,2.4,6.7,150.7,34.193,23.719,86.612,51.677,1998-07-01
tamba,2.225806451612903,1.8,5.1,202.0,31.871,22.6,95.677,67.032,1998-08-01
tamba,1.4666666666666666,1.1,5.8,250.79999999999995,32.023,21.983,97.9,67.533,1998-09-01
tamba,3.3870967741935485,2.4,7.9,7.4,36.29,22.412,95.58,46.451,1998-10-01
tamba,6.8,2.3,3.7,0.0,37.606,19.576,64.551,17.4,1998-11-01
tamba,7.225806451612903,2.5,6.5,0.0,34.403,18.771,48.129,20.645,1998-12-01
tamba,7.741935483870968,3.4,9.0,0.0,33.448,18.08,42.871,22.387,1999-01-01
tamba,9.107142857142858,3.8,9.4,0.0,35.4,18.1,88.871,42.1,1999-02-01
tamba,9.774193548387096,3.4,9.4,0.0,39.748,22.58,41.322,16.548,1999-03-01
tamba,9.733333333333333,3.1,8.3,0.0,40.863,25.243,52.533,16.266,1999-04-01
tamba,8.96774193548387,3.5,9.9,37.0,40.906,26.319,61.322,20.935,1999-05-01
tamba,5.9,3.4,7.3,52.5,37.216,25.53,77.533,39.7,1999-06-01
tamba,2.4516129032258065,2.7,6.4,158.5,32.277,23.454,91.161,60.871,1999-07-01
tamba,1.6451612903225807,2.3,5.9,237.2,31.58,22.89,95.129,67.58,1999-08-01
tamba,1.6666666666666667,1.2,5.8,190.3,32.966,22.036,96.793,65.333,1999-09-01
tamba,2.161290322580645,2.4,6.4,143.39999999999995,34.196,22.261,95.387,58.483,1999-10-01
tamba,6.1,1.5,7.8,0.0,33.9,22.1,88.871,42.1,1999-11-01
tamba,8.258064516129032,2.4,7.9,0.0,35.451,18.083,46.193,18.645,1999-12-01
tamba,8.0,3.4,7.4,0.0,35.758,20.145,40.354,18.0,2000-01-01
tamba,9.862068965517242,3.9,4.3,0.0,36.6,20.093,33.655,14.965,2000-02-01
tamba,9.548387096774194,2.7,8.9,0.0,40.651,22.629,51.548,24.645,2000-03-01
tamba,9.433333333333334,3.3,8.6,0.0,41.496,25.893,59.5,21.166,2000-04-01
tamba,10.064516129032258,3.2,9.1,0.0,40.887,26.238,50.967,17.516,2000-05-01
tamba,6.6,3.4,7.9,85.4,37.596,24.98,73.033,34.133,2000-06-01
tamba,3.290322580645161,3.1,7.4,253.4,34.045,23.538,86.29,49.322,2000-07-01
tamba,1.6774193548387095,2.4,6.9,247.00000000000003,31.777,22.235,91.935,63.838,2000-08-01
tamba,1.933333333333333,2.4,7.3,55.0,33.09,22.353,91.7,54.666,2000-09-01
tamba,2.677419354838709,2.1,7.7,87.80000000000001,34.651,22.261,91.677,46.967,2000-10-01
tamba,5.466666666666667,2.4,8.0,0.0,36.446,19.113,74.413,23.2,2000-11-01
tamba,7.32258064516129,3.1,8.7,0.0,35.738,16.741,42.172,11.29,2000-12-01
tamba,8.709677419354838,3.4,9.9,0.0,36.554,16.471,32.0,8.0,2001-01-01
tamba,9.857142857142858,3.9,8.3,0.0,38.014,19.557,29.0,10.0,2001-02-01
tamba,8.838709677419354,2.9,10.2,0.0,40.396,21.829,51.0,11.0,2001-03-01
tamba,8.9,2.8,9.7,0.0,40.9,25.2,47.0,13.0,2001-04-01
tamba,9.838709677419354,2.6,7.3,0.0,33.9,22.1,52.0,17.0,2001-05-01
tamba,5.7,2.4,8.4,49.1,37.12,24.926,79.0,41.0,2001-06-01
tamba,2.935483870967742,3.1,6.7,187.2,32.706,23.487,88.0,59.0,2001-07-01
tamba,2.290322580645161,2.4,7.4,94.9,32.964,23.793,92.0,60.0,2001-08-01
tamba,1.7666666666666666,2.4,7.2,130.20000000000002,32.926,22.516,94.0,63.0,2001-09-01
tamba,3.096774193548387,2.1,8.9,54.2,36.251,23.106,93.0,50.0,2001-10-01
tamba,5.6,2.4,7.5,0.0,37.39,21.556,77.0,22.0,2001-11-01
tamba,7.419354838709677,3.1,7.7,0.0,36.767,20.612,47.0,15.0,2001-12-01
tamba,8.935483870967742,3.5,7.3,0.7,34.829,19.48,40.0,17.258,2002-01-01
tamba,10.25,3.8,8.9,0.0,37.953,20.91,34.0,17.75,2002-02-01
tamba,10.064516129032258,3.3,8.7,0.0,39.871,23.067,34.0,13.161,2002-03-01
tamba,10.4,3.2,8.1,0.0,40.553,25.503,35.0,12.666,2002-04-01
tamba,3.3225806451612905,3.2,8.7,21.2,41.529,26.445,53.0,15.967,2002-05-01
tamba,6.9,3.6,8.1,27.1,37.626,25.7,76.0,34.733,2002-06-01
tamba,4.870967741935484,3.7,7.8,56.8,36.019,24.851,79.0,42.903,2002-07-01
tamba,2.806451612903226,3.1,6.8,181.1,33.1,23.7,91.0,42.1,2002-08-01
tamba,2.6,2.4,8.1,95.9,33.7,23.1,91.0,42.1,2002-09-01
tamba,3.290322580645161,2.4,7.3,74.2,35.725,23.403,90.0,50.29,2002-10-01
tamba,7.666666666666667,2.4,7.7,0.0,37.9,19.3,75.0,42.1,2002-11-01
tamba,8.387096774193548,3.4,7.8,0.5,36.161,19.174,61.0,34.677,2002-12-01
tamba,8.903225806451612,3.6,8.3,0.0,34.858,17.774,43.0,20.0,2003-01-01
tamba,9.071428571428571,3.1,9.4,0.0,37.9,20.75,31.0,13.0,2003-02-01
tamba,11.03225806451613,3.0,9.4,0.0,40.896,23.574,40.0,18.0,2003-03-01
tamba,10.6,3.0,9.6,0.0,41.7,26.4,40.0,15.0,2003-04-01
tamba,10.225806451612904,3.5,8.3,0.0,41.1,27.3,58.0,27.0,2003-05-01
tamba,6.2,3.4,7.2,107.9,36.8,25.4,75.0,38.0,2003-06-01
tamba,2.548387096774193,2.7,6.1,191.3,32.3,22.7,92.0,58.0,2003-07-01
tamba,1.4516129032258065,2.6,5.9,351.9,31.7,22.6,94.0,66.0,2003-08-01
tamba,1.6666666666666667,1.9,6.7,321.70000000000005,32.7,22.7,94.0,61.0,2003-09-01
tamba,2.4838709677419355,2.2,7.1,93.9,35.3,23.1,92.0,50.0,2003-10-01
tamba,4.966666666666667,2.2,7.4,0.0,37.2,20.1,79.0,26.0,2003-11-01
tamba,7.806451612903226,3.0,7.7,0.0,35.7,17.8,50.0,17.0,2003-12-01
tamba,7.774193548387097,3.4,7.1,0.4,34.341,17.909,41.0,19.0,2004-01-01
tamba,8.793103448275861,3.3,7.1,0.0,37.9,20.5,38.0,12.0,2004-02-01
tamba,9.064516129032258,3.4,7.9,0.0,39.3,22.3,34.0,10.0,2004-03-01
tamba,9.266666666666667,2.9,9.3,0.0,33.9,22.1,44.0,16.0,2004-04-01
tamba,8.451612903225806,3.0,9.5,6.5,41.2,25.3,58.0,21.0,2004-05-01
tamba,4.933333333333334,3.3,7.6,118.7,36.4,23.2,81.0,41.0,2004-06-01
tamba,2.225806451612903,2.8,6.2,254.2,32.2,22.3,28.0,60.0,2004-07-01
tamba,2.096774193548387,2.4,6.7,207.6,31.8,22.7,93.0,64.0,2004-08-01
tamba,2.033333333333333,2.0,6.8,145.60000000000005,33.1,22.1,95.0,61.0,2004-09-01
tamba,3.0,2.5,6.4,15.4,36.3,22.9,92.0,45.0,2004-10-01
tamba,6.766666666666667,2.4,7.3,0.0,37.6,20.6,66.0,17.0,2004-11-01
tamba,7.193548387096774,2.6,7.6,0.0,36.0,19.5,51.0,21.0,2004-12-01
tamba,7.548387096774194,2.7,5.9,0.0,38.8,19.6,36.0,16.0,2005-01-01
tamba,8.285714285714286,3.8,5.6,0.4,36.0,21.5,42.0,19.0,2005-02-01
tamba,8.612903225806452,2.9,8.8,1.4,40.3,23.0,46.0,16.0,2005-03-01
tamba,8.666666666666666,2.7,8.7,0.0,41.6,24.7,50.0,14.0,2005-04-01
tamba,7.838709677419355,2.8,7.1,29.8,39.4,26.0,67.0,28.0,2005-05-01
tamba,6.0,3.2,6.8,76.4,37.8,25.9,76.0,38.0,2005-06-01
tamba,2.7419354838709675,2.8,6.5,220.6,32.7,23.4,92.0,61.0,2005-07-01
tamba,2.032258064516129,2.2,5.6,185.9,32.0,22.4,93.0,64.0,2005-08-01
tamba,1.9,2.2,6.3,252.5,32.5,22.2,94.0,64.0,2005-09-01
tamba,2.225806451612903,1.8,6.8,71.2,35.0,21.9,93.0,50.0,2005-10-01
tamba,4.6,2.0,8.3,0.0,37.6,18.4,80.0,22.0,2005-11-01
tamba,7.806451612903226,3.0,8.3,0.0,36.6,18.0,52.0,16.0,2005-12-01
tamba,7.935483870967742,3.4,7.9,0.0,33.4,17.5,39.0,14.2,2006-01-01
tamba,9.142857142857142,3.6,7.8,0.0,36.0,19.6,37.0,15.0,2006-02-01
tamba,9.193548387096774,3.0,7.8,1.7,40.1,22.2,47.0,15.0,2006-03-01
tamba,8.966666666666667,2.9,10.4,0.0,40.9,24.4,57.0,19.0,2006-04-01
tamba,8.64516129032258,3.3,6.3,20.3,40.1,25.1,61.0,25.0,2006-05-01
tamba,5.833333333333333,3.3,7.3,80.2,37.1,24.2,80.0,40.0,2006-06-01
tamba,4.258064516129032,3.3,6.8,59.9,34.7,23.9,85.0,53.0,2006-07-01
tamba,2.548387096774193,2.9,6.2,210.8,32.7,22.6,91.0,60.0,2006-08-01
tamba,2.2333333333333334,2.2,7.3,148.00000000000003,32.5,21.6,92.0,63.0,2006-09-01
tamba,2.967741935483871,2.3,8.5,58.0,35.9,23.1,91.0,49.0,2006-10-01
tamba,6.5,2.4,8.6,0.0,38.4,18.9,72.0,25.0,2006-11-01
tamba,9.03225806451613,3.5,8.5,0.0,34.9,18.5,36.0,13.0,2006-12-01
tamba,9.064516129032258,3.5,8.7,0.0,35.5,17.9,35.0,15.0,2007-01-01
tamba,10.25,3.6,9.0,0.0,37.7,19.5,38.0,20.0,2007-02-01
tamba,10.96774193548387,3.6,8.7,0.0,39.7,22.7,33.0,14.0,2007-03-01
tamba,10.033333333333331,3.1,8.4,0.0,41.1,24.0,47.0,17.0,2007-04-01
tamba,10.258064516129032,3.0,8.9,0.7,41.2,26.1,52.0,20.0,2007-05-01
tamba,7.166666666666667,3.7,7.9,43.6,38.0,25.0,70.0,34.0,2007-06-01
tamba,3.225806451612903,3.1,7.4,177.7,33.3,23.1,85.0,53.0,2007-07-01
tamba,1.6129032258064515,2.5,5.7,194.60000000000005,31.3,22.4,92.0,67.0,2007-08-01
tamba,1.7666666666666666,2.2,7.0,97.7,34.2,22.1,89.0,59.0,2007-09-01
tamba,2.838709677419355,2.3,8.0,51.8,35.9,21.9,91.0,47.0,2007-10-01
tamba,5.766666666666667,2.4,7.5,58.0,37.3,18.4,72.0,21.0,2007-11-01
tamba,7.774193548387097,3.2,7.2,0.0,35.1,17.5,44.0,16.0,2007-12-01
tamba,8.806451612903226,4.1,8.9,0.0,34.0,16.3,33.0,13.0,2008-01-01
tamba,8.620689655172415,3.3,8.7,0.0,38.5,20.8,38.0,13.0,2008-02-01
tamba,9.064516129032258,3.0,9.6,0.0,40.8,23.7,48.0,14.0,2008-03-01
tamba,9.833333333333334,2.8,10.1,1.7,41.6,25.2,59.0,17.0,2008-04-01
tamba,10.096774193548388,3.2,10.0,18.3,41.0,26.6,58.0,22.0,2008-05-01
tamba,5.8,3.3,8.2,123.2,36.6,25.0,79.0,42.0,2008-06-01
tamba,2.806451612903226,2.9,6.2,126.2,33.0,23.3,89.0,57.0,2008-07-01
tamba,1.903225806451613,2.5,5.9,288.8,31.6,22.7,91.0,64.0,2008-08-01
tamba,1.933333333333333,2.4,7.0,175.50000000000003,33.2,22.3,92.0,61.0,2008-09-01
tamba,2.774193548387097,2.3,8.2,288.8,32.7,22.6,94.0,52.0,2008-10-01
tamba,5.933333333333334,2.4,8.9,0.0,37.9,19.8,74.0,22.0,2008-11-01
tamba,7.709677419354839,3.0,6.0,0.0,36.3,18.1,41.0,14.0,2008-12-01
tamba,8.290322580645162,4.1,9.1,0.0,32.9,15.8,36.0,14.0,2009-01-01
tamba,8.142857142857142,3.3,9.5,0.0,37.0,20.2,38.0,14.0,2009-02-01
tamba,9.774193548387096,3.3,9.0,0.0,39.3,23.3,37.0,17.0,2009-03-01
tamba,9.0,3.0,10.4,0.0,41.6,23.6,45.0,14.0,2009-04-01
tamba,8.580645161290322,3.0,9.2,21.0,41.1,24.9,63.0,23.0,2009-05-01
tamba,6.133333333333334,3.6,8.4,142.6,36.8,24.1,76.0,39.0,2009-06-01
tamba,2.774193548387097,2.7,6.8,173.79999999999995,33.2,22.5,89.0,56.0,2009-07-01
tamba,1.5806451612903225,2.6,6.6,256.6,32.3,21.6,92.0,63.0,2009-08-01
tamba,1.6,2.3,7.8,243.6,33.9,22.1,92.0,62.0,2009-09-01
tamba,3.161290322580645,2.4,7.7,26.2,35.9,21.7,91.0,46.0,2009-10-01
tamba,6.4,2.8,7.0,0.0,36.2,19.0,68.0,24.0,2009-11-01
tamba,8.03225806451613,3.1,8.2,0.0,36.2,17.8,46.0,14.0,2009-12-01
tamba,8.516129032258064,3.4,8.0,0.0,26.8,172.09999999999997,40.0,14.0,2010-01-01
tamba,9.071428571428571,3.1,8.9,0.0,39.3,20.2,48.0,17.0,2010-02-01
tamba,10.064516129032258,2.9,7.9,0.0,32.9,23.6,47.0,16.0,2010-03-01
tamba,3.7666666666666666,3.1,8.3,0.0,41.7,26.4,53.0,23.0,2010-04-01
tamba,10.419354838709678,3.3,7.1,0.8999999999999999,41.7,27.6,55.0,24.0,2010-05-01
tamba,6.3,3.2,7.4,178.6,37.7,25.2,80.0,43.0,2010-06-01
tamba,3.032258064516129,2.9,6.9,336.1,33.1,22.9,95.0,65.0,2010-07-01
tamba,1.7741935483870968,2.5,6.4,222.7,32.5,22.6,97.0,67.0,2010-08-01
tamba,1.5666666666666669,2.3,5.4,230.80000000000004,33.2,21.6,98.0,66.0,2010-09-01
tamba,2.7419354838709675,2.4,7.4,62.20000000000001,35.3,22.2,96.0,53.0,2010-10-01
tamba,5.666666666666667,2.4,8.9,0.0,37.8,17.8,81.0,27.0,2010-11-01
tamba,6.806451612903226,2.4,8.7,0.0,37.3,17.3,64.0,16.0,2010-12-01
tamba,7.451612903225806,3.4,7.0,0.0,35.3,17.8,43.0,17.0,2011-01-01
tamba,9.785714285714286,3.1,10.0,0.0,36.2,17.9,35.0,16.0,2011-02-01
tamba,3.548387096774193,2.9,9.0,0.0,40.5,22.1,47.0,19.0,2011-03-01
tamba,10.133333333333333,3.1,9.0,0.0,41.6,24.6,53.0,16.0,2011-04-01
tamba,9.161290322580646,3.3,8.9,2.7,41.0,26.1,56.0,23.0,2011-05-01
tamba,7.266666666666667,3.2,6.9,85.00000000000001,38.0,25.1,78.0,39.0,2011-06-01
tamba,3.645161290322581,2.9,6.6,144.7,34.5,23.3,87.0,55.0,2011-07-01
tamba,2.3548387096774195,2.5,6.0,294.20000000000005,33.0,22.2,90.0,65.0,2011-08-01
tamba,2.0,2.3,7.2,166.29999999999998,32.4,22.0,95.0,63.0,2011-09-01
tamba,3.774193548387097,2.4,7.9,16.2,36.7,21.8,91.0,42.0,2011-10-01
tamba,6.233333333333333,2.4,9.0,0.0,38.6,19.5,73.0,28.0,2011-11-01
tamba,8.129032258064516,2.4,8.6,0.0,35.3,15.9,38.0,16.0,2011-12-01
tamba,8.4,3.9,8.5,0.0,34.6,16.0,33.0,14.0,2012-01-01
tamba,9.5,3.8,7.3,0.0,36.0,18.5,30.0,13.0,2012-02-01
tamba,9.8,3.4,7.8,0.0,39.5,22.0,42.0,20.0,2012-03-01
tamba,9.9,3.0,8.1,0.0,40.8,24.6,44.0,18.0,2012-04-01
tamba,8.5,3.0,8.7,25.7,40.7,24.6,68.0,30.0,2012-05-01
tamba,6.7,3.4,8.5,69.2,37.9,24.2,75.0,39.0,2012-06-01
tamba,8.9,2.9,6.3,100.7,33.5,22.1,87.0,59.0,2012-07-01
tamba,2.8,2.4,5.7,154.7,32.0,21.4,95.0,63.0,2012-08-01
tamba,2.4,2.1,5.7,313.5,33.1,21.2,95.0,63.0,2012-09-01
tamba,2.3,2.0,8.6,72.5,35.7,22.1,94.0,52.0,2012-10-01
tamba,4.5,2.3,9.1,0.1,37.7,20.9,80.0,31.0,2012-11-01
tamba,7.8,3.8,8.6,0.0,35.0,15.8,41.0,16.0,2012-12-01
tamba,8.0,3.8,8.0,0.1,34.8,16.6,38.0,18.0,2013-01-01
tamba,8.4,3.4,9.7,0.0,39.0,21.4,34.0,16.0,2013-02-01
tamba,9.3,2.9,9.9,0.0,41.9,25.1,51.0,15.0,2013-03-01
tamba,9.7,2.7,10.3,0.0,41.8,25.6,56.0,19.0,2013-04-01
tamba,9.6,3.2,9.8,21.2,41.0,26.5,58.0,24.0,2013-05-01
tamba,6.2,3.4,8.2,120.9,37.0,25.4,79.0,39.0,2013-06-01
tamba,2.9,3.0,7.8,128.6,33.9,24.1,88.0,54.0,2013-07-01
tamba,1.9,2.8,5.2,205.5,32.0,23.4,96.0,63.0,2013-08-01
tamba,1.4,2.3,7.7,325.9,33.7,23.3,95.0,58.0,2013-09-01
tamba,1.5,2.3,8.0,50.3,35.5,23.1,93.0,49.0,2013-10-01
tamba,5.7,2.4,7.7,0.0,37.5,21.3,71.0,20.0,2013-11-01
tamba,5.5,3.4,8.5,0.0,34.7,19.6,50.0,23.0,2013-12-01
tamba,6.8,2.9,9.1,0.0,36.3,19.1,42.0,19.0,2014-01-01
tamba,8.7,3.4,8.2,0.0,36.3,19.3,38.0,20.0,2014-02-01
tamba,9.6,2.9,9.4,0.0,39.5,22.0,34.0,13.0,2014-03-01
tamba,9.3,2.3,10.1,0.0,42.1,25.5,52.0,14.0,2014-04-01
tamba,9.3,2.3,9.3,81.2,40.2,26.6,62.0,26.0,2014-05-01
tamba,6.4,2.8,7.8,51.6,36.7,25.6,78.0,38.0,2014-06-01
tamba,4.1,2.6,5.7,105.9,34.9,25.0,87.0,52.0,2014-07-01
tamba,2.1,2.9,5.7,236.7,32.4,23.7,98.0,64.0,2014-08-01
tamba,2.0,2.2,6.3,139.6,32.7,23.2,94.0,63.0,2014-09-01
tamba,3.0,2.4,8.1,17.6,36.7,24.1,92.0,47.0,2014-10-01
tamba,6.6,2.4,8.0,0.2,37.4,21.9,72.0,28.0,2014-11-01
tamba,8.7,3.6,8.2,0.0,35.2,19.6,46.0,26.0,2014-12-01
tamba,8.8,3.5,7.7,0.0,34.8,18.8,34.2,16.2,2015-01-01
tamba,3.6,3.0,7.8,0.0,36.9,22.1,88.871,42.1,2015-02-01
tamba,8.0,3.5,9.6,0.0,38.7,23.5,39.0,18.0,2015-03-01
tamba,9.7,3.1,9.4,0.0,41.8,26.0,55.5,20.6,2015-04-01
tamba,10.4,3.5,9.3,0.0,40.9,27.4,57.9,24.4,2015-05-01
tamba,8.5,3.6,8.8,73.5,39.1,26.8,69.9,31.7,2015-06-01
tamba,3.4,3.2,6.2,67.0,34.1,24.6,88.9,53.2,2015-07-01
tamba,2.0,3.1,5.4,307.0,32.6,23.6,93.0,61.0,2015-08-01
tamba,1.5,2.3,6.1,158.4,32.7,23.7,94.0,63.7,2015-09-01
tamba,3.6,3.0,7.8,57.2,34.95,23.83571428571429,92.25,55.17857142857143,2015-10-01
tamba,3.6,3.0,7.8,0.0,36.96296296296296,21.1037037037037,66.51851851851852,24.61111111111111,2015-11-01
tamba,3.6,3.0,7.8,0.0,34.57407407407408,17.78518518518518,47.44444444444444,17.62962962962963,2015-12-01
tamba,8.3,3.8,7.8,0.1,36.0,20.3,44.0,23.0,2016-01-01
tamba,10.1,4.0,7.8,0.0,37.5,20.0,31.0,13.0,2016-02-01
tamba,9.9,3.3,7.8,0.0,40.3,23.1,33.0,13.0,2016-03-01
tamba,9.5,3.2,7.8,0.0,41.6,26.0,46.0,18.0,2016-04-01
tamba,9.6,3.1,7.8,0.2,41.6,27.5,60.0,25.0,2016-05-01
tamba,7.8,3.8,7.8,102.7,38.4,26.7,74.0,36.0,2016-06-01
tamba,2.9,3.0,7.8,94.6,33.4,24.8,91.0,59.0,2016-07-01
tamba,1.9,2.6,7.8,261.2,32.3,23.9,95.0,67.0,2016-08-01
tamba,1.7,2.2,7.8,296.0,32.2,23.3,95.0,68.0,2016-09-01
tamba,3.2,2.4,7.8,0.6,36.9,24.2,92.0,48.0,2016-10-01
tamba,6.4,2.5,7.8,0.0,38.0,22.5,68.0,25.0,2016-11-01
tamba,7.6,3.6,7.8,0.0,35.5,20.5,39.0,12.0,2016-12-01
tamba,8.2,3.4,6.9,0.0,35.6,17.6,30.0,10.0,2017-01-01
tamba,8.4,3.4,8.0,0.0,38.0,21.3,29.0,9.0,2017-02-01
tamba,9.4,3.1,9.2,0.0,41.3,25.0,45.0,11.0,2017-03-01
tamba,9.1,2.9,9.0,0.0,42.1,25.7,44.0,15.0,2017-04-01
tamba,9.4,3.4,7.8,0.2,40.6,27.3,63.0,28.0,2017-05-01
tamba,6.2,3.4,7.5,216.6,38.2,26.3,74.0,35.0,2017-06-01
tamba,2.3,3.0,7.8,139.5,33.0,24.4,63.0,28.0,2017-07-01
tamba,1.9,2.7,7.8,337.7,32.0,23.6,96.0,63.0,2017-08-01
tamba,2.0,2.3,7.7,143.9,33.9,24.0,76.0,38.0,2017-09-01
tamba,9.4,2.2,8.5,25.0,37.6,33.6,92.0,44.0,2017-10-01
tamba,5.1,2.4,7.6,0.0,38.0,21.5,74.0,29.0,2017-11-01
tamba,5.6,3.5,8.3,0.0,34.5,18.0,48.0,21.0,2017-12-01
tamba,0.8,2.6,7.8,0.0,35.3,17.7,42.0,15.0,2018-01-01
tamba,4.3,3.1,7.8,0.0,33.5,17.8,36.0,15.0,2018-02-01
tamba,8.2,3.3,7.8,0.0,40.8,25.1,46.0,14.0,2018-03-01
tamba,7.2,3.0,7.8,0.0,41.4,25.5,45.0,15.0,2018-04-01
tamba,9.6,3.1,7.8,0.0,41.4,26.5,34.0,16.0,2018-05-01
tamba,7.6,3.6,7.8,26.8,38.1,27.0,68.0,31.0,2018-06-01
tamba,3.8,33.9,24.5,172.09999999999997,33.9,24.5,88.7,56.3,2018-07-01
tamba,2.2,32.3,24.1,167.0,32.3,24.1,93.2,64.5,2018-08-01
tamba,3.0,36.4,24.1,287.20000000000005,36.4,24.1,91.0,45.0,2018-09-01
tamba,1.4,32.5,23.2,34.2,32.5,23.2,94.0,64.0,2018-10-01
tamba,6.2,38.1,22.1,0.0,38.1,22.1,67.0,19.0,2018-11-01
tamba,7.2,36.8,17.8,0.0,36.8,17.8,40.0,13.2,2018-12-01
tamba,10.2,3.5,4.2,0.0,37.5,20.6,28.8,13.2,2019-01-01
tamba,10.9,3.6,8.8,0.0,38.6,22.3,41.3,21.5,2019-02-01
tamba,11.4,3.2,11.0,0.0,41.8,26.56,49.2,25.8,2019-03-01
tamba,10.0,3.1,11.8,0.0,41.8,27.1,64.1,35.6,2019-04-01
tamba,10.5,3.7,9.8,0.0,40.1,27.0,74.1,46.8,2019-05-01
